PERMIT_NUMBER,NAICS_CODE,NAICS_DESC,SIC_CODE,SIC_DESC
MN0022993,,,4952,Sewerage Systems
MN0023001,,,4952,Sewerage Systems
MN0023019,,,4952,Sewerage Systems
MN0023035,,,4952,Sewerage Systems
MN0023060,,,4952,Sewerage Systems
MN0023078,,,4952,Sewerage Systems
MN0023094,,,4952,Sewerage Systems
MN0023108,,,4952,Sewerage Systems
MN0023141,,,4952,Sewerage Systems
MN0023183,,,4952,Sewerage Systems
MN0023248,,,4952,Sewerage Systems
MN0023329,,,4952,Sewerage Systems
MN0023337,,,4952,Sewerage Systems
MN0023418,,,4952,Sewerage Systems
MN0023442,,,4952,Sewerage Systems
MN0023451,,,4952,Sewerage Systems
MN0023507,,,4952,Sewerage Systems
MN0023515,,,4952,Sewerage Systems
MN0023540,,,4952,Sewerage Systems
MN0023558,,,4952,Sewerage Systems
MN0023566,,,4952,Sewerage Systems
MN0023574,,,4952,Sewerage Systems
MN0023582,,,4952,Sewerage Systems
MN0023612,,,4952,Sewerage Systems
MN0023647,,,4952,Sewerage Systems
MN0023655,,,4952,Sewerage Systems
MN0023680,,,4952,Sewerage Systems
MN0023698,,,4952,Sewerage Systems
MN0023701,,,4952,Sewerage Systems
MN0023710,,,4952,Sewerage Systems
MN0023736,,,4952,Sewerage Systems
MN0023795,,,4952,Sewerage Systems
MN0023809,,,4952,Sewerage Systems
MN0023841,,,4952,Sewerage Systems
MN0023876,,,4952,Sewerage Systems
MN0023884,,,4952,Sewerage Systems
MN0023931,,,4952,Sewerage Systems
MN0023957,,,4952,Sewerage Systems
MN0023965,,,4952,Sewerage Systems
MN0023973,,,4952,Sewerage Systems
MN0023990,,,4952,Sewerage Systems
MN0024007,,,4952,Sewerage Systems
MN0024023,,,4952,Sewerage Systems
MN0024031,,,4952,Sewerage Systems
MN0024040,,,4952,Sewerage Systems
MN0024066,221320,Sewage Treatment Facilities,4952,Sewerage Systems
MN0024082,,,4952,Sewerage Systems
MN0024112,,,4952,Sewerage Systems
MN0024147,,,4952,Sewerage Systems
MN0024155,,,4952,Sewerage Systems
MN0024210,,,4952,Sewerage Systems
MN0024228,,,4952,Sewerage Systems
MN0024244,,,4952,Sewerage Systems
MN0024295,,,4952,Sewerage Systems
MN0024350,,,4952,Sewerage Systems
MN0024368,,,4952,Sewerage Systems
MN0024384,,,4952,Sewerage Systems
MN0024392,,,4952,Sewerage Systems
MN0024422,,,4952,Sewerage Systems
MN0024431,,,4952,Sewerage Systems
MN0024449,,,4952,Sewerage Systems
MN0024481,,,4952,Sewerage Systems
MN0024490,,,4952,Sewerage Systems
MN0024511,,,4952,Sewerage Systems
MN0024520,,,4952,Sewerage Systems
MN0024538,,,4952,Sewerage Systems
MN0024554,,,4952,Sewerage Systems
MN0024562,,,4952,Sewerage Systems
MN0024571,,,4952,Sewerage Systems
MN0024589,,,4952,Sewerage Systems
MN0024597,,,4952,Sewerage Systems
MN0024619,,,4952,Sewerage Systems
MN0024627,,,4952,Sewerage Systems
MN0024643,,,4952,Sewerage Systems
MN0024651,,,4952,Sewerage Systems
MN0024678,,,4952,Sewerage Systems
MN0024708,,,4952,Sewerage Systems
MN0024716,,,4952,Sewerage Systems
MN0024741,,,4952,Sewerage Systems
MN0024759,,,4952,Sewerage Systems
MN0024783,,,4952,Sewerage Systems
MN0024821,,,4952,Sewerage Systems
MN0024856,,,4952,Sewerage Systems
MN0024864,,,4952,Sewerage Systems
MN0024872,,,4952,Sewerage Systems
MN0024899,,,4952,Sewerage Systems
MN0024911,,,4952,Sewerage Systems
MN0024953,,,4952,Sewerage Systems
MN0024988,,,4952,Sewerage Systems
MN0025097,,,4952,Sewerage Systems
MN0025101,,,4952,Sewerage Systems
MN0025143,,,4952,Sewerage Systems
MN0025151,,,4952,Sewerage Systems
MN0025186,,,4952,Sewerage Systems
MN0025194,,,4952,Sewerage Systems
MN0025208,,,4952,Sewerage Systems
MN0025224,,,4952,Sewerage Systems
MN0025241,,,4952,Sewerage Systems
MN0025259,,,4952,Sewerage Systems
MN0025267,,,4952,Sewerage Systems
MN0025330,,,4952,Sewerage Systems
MN0025445,,,4952,Sewerage Systems
MN0025470,,,1623,"Water, Sewer, And Utility Lines"
MN0025488,,,4952,Sewerage Systems
MN0025585,,,4952,Sewerage Systems
MN0025666,,,4952,Sewerage Systems
MN0025682,,,4952,Sewerage Systems
MN0025691,,,4952,Sewerage Systems
MN0025712,,,4952,Sewerage Systems
MN0025721,,,9711,National Security
MN0025801,,,4911,Electric Services
MN0025810,,,4911,Electric Services
MN0025836,,,4952,Sewerage Systems
MN0025852,,,4952,Sewerage Systems
MN0025887,221320,Sewage Treatment Facilities,4952,Sewerage Systems
MN0025895,,,4952,Sewerage Systems
MN0025909,,,4952,Sewerage Systems
MN0025925,,,4952,Sewerage Systems
MN0029599,,,4952,Sewerage Systems
MN0029602,,,4952,Sewerage Systems
MN0029629,,,4952,Sewerage Systems
MN0029751,,,4952,Sewerage Systems
MN0029815,,,4952,Sewerage Systems
MN0029882,,,4952,Sewerage Systems
MN0029904,,,4952,Sewerage Systems
MN0029955,,,4952,Sewerage Systems
MN0029998,,,4952,Sewerage Systems
